,time(s),angle(rad)
23682,1184.139,0.804
23683,1184.189,0.647
23684,1184.239,0.488
23685,1184.289,0.328
23686,1184.339,0.167
23687,1184.389,0.005
23688,1184.439,-0.158
23689,1184.489,-0.319
23690,1184.539,-0.48
23691,1184.589,-0.639
23692,1184.639,-0.796
23693,1184.689,-0.95
23694,1184.739,-1.101
23695,1184.789,-1.249
23696,1184.839,-1.392
23697,1184.889,-1.531
23698,1184.939,-1.664
23699,1184.989,-1.792
23700,1185.04,-1.914
23701,1185.09,-2.03
23702,1185.14,-2.138
23703,1185.19,-2.24
23704,1185.24,-2.334
23705,1185.29,-2.42
23706,1185.34,-2.498
23707,1185.39,-2.567
23708,1185.44,-2.628
23709,1185.49,-2.68
23710,1185.54,-2.722
23711,1185.59,-2.756
23712,1185.64,-2.78
23713,1185.69,-2.795
23714,1185.74,-2.8
23715,1185.79,-2.796
23716,1185.84,-2.782
23717,1185.89,-2.758
23718,1185.94,-2.726
23719,1185.99,-2.684
23720,1186.04,-2.632
23721,1186.09,-2.572
23722,1186.14,-2.503
23723,1186.19,-2.425
23724,1186.24,-2.339
23725,1186.29,-2.245
23726,1186.34,-2.144
23727,1186.39,-2.035
23728,1186.44,-1.919
23729,1186.49,-1.796
23730,1186.54,-1.667
23731,1186.59,-1.532
23732,1186.64,-1.392
23733,1186.69,-1.248
23734,1186.74,-1.099
23735,1186.79,-0.946
23736,1186.84,-0.789
23737,1186.89,-0.63
23738,1186.94,-0.469
23739,1186.99,-0.306
23740,1187.04,-0.142
23741,1187.09,0.022
23742,1187.14,0.187
23743,1187.19,0.35
23744,1187.24,0.513
23745,1187.29,0.674
23746,1187.34,0.833
23747,1187.39,0.989
23748,1187.44,1.141
23749,1187.49,1.29
23750,1187.54,1.434
23751,1187.59,1.573
23752,1187.64,1.706
23753,1187.69,1.834
23754,1187.74,1.956
23755,1187.79,2.071
23756,1187.84,2.178
23757,1187.89,2.278
23758,1187.94,2.37
23759,1187.99,2.454
23760,1188.04,2.529
23761,1188.09,2.596
23762,1188.14,2.653
23763,1188.19,2.702
23764,1188.24,2.74
23765,1188.29,2.77
23766,1188.34,2.789
23767,1188.39,2.799
23768,1188.44,2.799
23769,1188.49,2.789
23770,1188.54,2.769
23771,1188.59,2.74
23772,1188.64,2.701
23773,1188.69,2.653
23774,1188.74,2.595
23775,1188.79,2.528
23776,1188.84,2.452
23777,1188.89,2.367
23778,1188.94,2.275
23779,1188.99,2.174
23780,1189.04,2.065
23781,1189.09,1.949
23782,1189.14,1.826
23783,1189.19,1.697
23784,1189.24,1.562
23785,1189.29,1.421
23786,1189.34,1.275
23787,1189.39,1.125
23788,1189.44,0.97
23789,1189.49,0.812
23790,1189.54,0.651
23791,1189.59,0.488
23792,1189.64,0.323
23793,1189.69,0.157
23794,1189.74,-0.01
23795,1189.79,-0.177
23796,1189.84,-0.343
23797,1189.89,-0.508
23798,1189.94,-0.671
23799,1189.99,-0.832
23800,1190.04,-0.99
23801,1190.09,-1.145
23802,1190.14,-1.295
23803,1190.19,-1.441
23804,1190.24,-1.582
23805,1190.29,-1.717
23806,1190.34,-1.846
23807,1190.39,-1.969
23808,1190.44,-2.084
23809,1190.49,-2.192
23810,1190.54,-2.293
23811,1190.59,-2.385
23812,1190.64,-2.468
23813,1190.69,-2.543
23814,1190.74,-2.609
23815,1190.79,-2.665
23816,1190.84,-2.712
23817,1190.89,-2.749
23818,1190.94,-2.776
23819,1190.99,-2.793
23820,1191.04,-2.8
23821,1191.09,-2.797
23822,1191.14,-2.784
23823,1191.19,-2.761
23824,1191.24,-2.727
23825,1191.29,-2.684
23826,1191.34,-2.632
23827,1191.39,-2.57
23828,1191.44,-2.498
23829,1191.49,-2.418
23830,1191.54,-2.328
23831,1191.59,-2.231
23832,1191.64,-2.125
23833,1191.69,-2.011
23834,1191.74,-1.89
23835,1191.79,-1.762
23836,1191.84,-1.628
23837,1191.89,-1.488
23838,1191.94,-1.342
23839,1191.99,-1.192
23840,1192.04,-1.037
23841,1192.09,-0.878
23842,1192.14,-0.716
23843,1192.19,-0.551
23844,1192.24,-0.385
23845,1192.29,-0.217
23846,1192.34,-0.048
23847,1192.39,0.121
23848,1192.44,0.29
23849,1192.49,0.458
23850,1192.54,0.624
23851,1192.59,0.788
23852,1192.64,0.949
23853,1192.69,1.107
23854,1192.74,1.26
23855,1192.79,1.409
23856,1192.84,1.553
23857,1192.89,1.691
23858,1192.94,1.823
23859,1192.99,1.949
23860,1193.04,2.067
23861,1193.09,2.178
23862,1193.14,2.281
23863,1193.19,2.375
23864,1193.24,2.46
23865,1193.29,2.537
23866,1193.34,2.604
23867,1193.39,2.662
23868,1193.44,2.71
23869,1193.49,2.748
23870,1193.54,2.775
23871,1193.59,2.793
23872,1193.64,2.8
23873,1193.69,2.797
23874,1193.74,2.783
23875,1193.79,2.759
23876,1193.84,2.725
23877,1193.89,2.681
23878,1193.94,2.626
23879,1193.99,2.563
23880,1194.04,2.489
23881,1194.09,2.406
23882,1194.14,2.315
23883,1194.19,2.214
23884,1194.24,2.106
23885,1194.29,1.989
23886,1194.34,1.865
23887,1194.39,1.734
23888,1194.44,1.597
23889,1194.49,1.453
23890,1194.54,1.304
23891,1194.59,1.151
23892,1194.64,0.993
23893,1194.69,0.831
23894,1194.74,0.666
23895,1194.79,0.498
23896,1194.84,0.329
23897,1194.89,0.158
23898,1194.94,-0.014
23899,1194.99,-0.185
23900,1195.04,-0.356
23901,1195.09,-0.525
23902,1195.14,-0.693
23903,1195.19,-0.857
23904,1195.24,-1.019
23905,1195.29,-1.177
23906,1195.34,-1.331
23907,1195.39,-1.479
23908,1195.44,-1.622
23909,1195.49,-1.759
23910,1195.54,-1.89
23911,1195.59,-2.013
23912,1195.64,-2.129
23913,1195.69,-2.237
23914,1195.74,-2.336
23915,1195.79,-2.426
23916,1195.84,-2.508
23917,1195.89,-2.58
23918,1195.94,-2.642
23919,1195.99,-2.694
23920,1196.04,-2.736
23921,1196.09,-2.767
23922,1196.14,-2.788
23923,1196.19,-2.799
23924,1196.24,-2.799
23925,1196.29,-2.788
23926,1196.34,-2.766
23927,1196.39,-2.735
23928,1196.44,-2.692
23929,1196.49,-2.64
23930,1196.54,-2.577
23931,1196.59,-2.504
23932,1196.64,-2.422
23933,1196.69,-2.331
23934,1196.74,-2.231
23935,1196.79,-2.122
23936,1196.84,-2.005
23937,1196.89,-1.88
23938,1196.94,-1.748
23939,1196.99,-1.61
23940,1197.04,-1.465
23941,1197.09,-1.315
23942,1197.14,-1.159
23943,1197.19,-0.999
23944,1197.24,-0.835
23945,1197.29,-0.668
23946,1197.34,-0.498
23947,1197.39,-0.327
23948,1197.44,-0.154
23949,1197.49,0.02
23950,1197.54,0.194
23951,1197.59,0.366
23952,1197.64,0.538
23953,1197.69,0.707
23954,1197.74,0.874
23955,1197.79,1.038
23956,1197.84,1.197
23957,1197.89,1.352
23958,1197.94,1.502
23959,1197.99,1.646
23960,1198.04,1.784
23961,1198.09,1.914
23962,1198.14,2.038
23963,1198.19,2.153
23964,1198.24,2.26
23965,1198.29,2.359
23966,1198.34,2.448
23967,1198.39,2.528
23968,1198.44,2.598
23969,1198.49,2.658
23970,1198.54,2.708
23971,1198.59,2.747
23972,1198.64,2.775
23973,1198.69,2.793
23974,1198.74,2.8
23975,1198.79,2.796
23976,1198.84,2.781
23977,1198.89,2.755
23978,1198.94,2.718
23979,1198.99,2.671
23980,1199.04,2.613
23981,1199.09,2.545
23982,1199.14,2.467
23983,1199.19,2.38
23984,1199.24,2.283
23985,1199.29,2.177
23986,1199.34,2.062
23987,1199.39,1.94
23988,1199.44,1.81
23989,1199.49,1.672
23990,1199.54,1.528
23991,1199.59,1.378
23992,1199.64,1.223
23993,1199.69,1.063
23994,1199.74,0.898
23995,1199.79,0.73
23996,1199.84,0.559
23997,1199.89,0.386
23998,1199.94,0.211
23999,1199.99,0.035
24000,1200.04,-0.141
24001,1200.09,-0.316
24002,1200.14,-0.49
24003,1200.19,-0.663
24004,1200.24,-0.832
24005,1200.29,-0.999
24006,1200.34,-1.161
24007,1200.39,-1.319
24008,1200.44,-1.472
24009,1200.49,-1.619
24010,1200.54,-1.76
24011,1200.59,-1.893
24012,1200.64,-2.019
24013,1200.69,-2.138
24014,1200.74,-2.247
24015,1200.79,-2.348
24016,1200.84,-2.44
24017,1200.89,-2.521
24018,1200.94,-2.593
24019,1200.99,-2.655
24020,1201.04,-2.706
24021,1201.09,-2.746
24022,1201.14,-2.775
24023,1201.19,-2.793
24024,1201.24,-2.8
24025,1201.29,-2.796
24026,1201.34,-2.78
24027,1201.39,-2.754
24028,1201.44,-2.716
24029,1201.49,-2.668
24030,1201.54,-2.609
24031,1201.59,-2.539
24032,1201.64,-2.459
24033,1201.69,-2.369
24034,1201.74,-2.27
24035,1201.79,-2.162
24036,1201.84,-2.045
24037,1201.89,-1.919
24038,1201.94,-1.786
24039,1201.99,-1.646
24040,1202.04,-1.499
24041,1202.09,-1.346
24042,1202.14,-1.187
24043,1202.19,-1.024
24044,1202.24,-0.856
24045,1202.29,-0.685
24046,1202.34,-0.512
24047,1202.39,-0.336
24048,1202.44,-0.158
24049,1202.49,0.02
24050,1202.54,0.198
24051,1202.59,0.375
24052,1202.64,0.551
24053,1202.69,0.724
24054,1202.74,0.895
24055,1202.79,1.062
24056,1202.84,1.225
24057,1202.89,1.383
24058,1202.94,1.535
24059,1202.99,1.681
24060,1203.04,1.82
24061,1203.09,1.952
24062,1203.14,2.076
24063,1203.19,2.192
24064,1203.24,2.299
24065,1203.29,2.396
24066,1203.34,2.484
24067,1203.39,2.561
24068,1203.44,2.628
24069,1203.49,2.684
24070,1203.54,2.73
24071,1203.59,2.764
24072,1203.64,2.787
24073,1203.69,2.799
24074,1203.74,2.799
24075,1203.79,2.787
24076,1203.84,2.764
24077,1203.89,2.73
24078,1203.94,2.685
24079,1203.99,2.629
24080,1204.04,2.561
24081,1204.09,2.484
24082,1204.14,2.396
24083,1204.19,2.298
24084,1204.24,2.191
24085,1204.29,2.074
24086,1204.34,1.949
24087,1204.39,1.816
24088,1204.44,1.676
24089,1204.49,1.528
24090,1204.54,1.374
24091,1204.59,1.215
24092,1204.64,1.05
24093,1204.69,0.881
24094,1204.74,0.709
24095,1204.79,0.533
24096,1204.84,0.355
24097,1204.89,0.176
24098,1204.94,-0.004
24099,1204.99,-0.184
24100,1205.04,-0.364
24101,1205.09,-0.542
24102,1205.14,-0.718
24103,1205.19,-0.89
24104,1205.24,-1.06
24105,1205.29,-1.224
24106,1205.34,-1.384
24107,1205.39,-1.538
24108,1205.44,-1.686
24109,1205.49,-1.827
24110,1205.54,-1.96
24111,1205.59,-2.085
24112,1205.64,-2.201
24113,1205.69,-2.308
24114,1205.74,-2.406
24115,1205.79,-2.493
24116,1205.84,-2.57
24117,1205.89,-2.637
24118,1205.94,-2.692
24119,1205.99,-2.736
24120,1206.04,-2.769
24121,1206.09,-2.79
24122,1206.14,-2.799
24123,1206.19,-2.797
24124,1206.24,-2.783
24125,1206.29,-2.757
24126,1206.34,-2.72
24127,1206.39,-2.671
24128,1206.44,-2.611
24129,1206.49,-2.54
24130,1206.54,-2.458
24131,1206.59,-2.366
24132,1206.64,-2.264
24133,1206.69,-2.153
24134,1206.74,-2.032
24135,1206.79,-1.903
24136,1206.84,-1.765
24137,1206.89,-1.62
24138,1206.94,-1.469
24139,1206.99,-1.311
24140,1207.04,-1.147
24141,1207.09,-0.978
24142,1207.14,-0.806
24143,1207.19,-0.63
24144,1207.24,-0.451
24145,1207.29,-0.27
24146,1207.34,-0.088
24147,1207.39,0.094
24148,1207.44,0.276
24149,1207.49,0.457
24150,1207.54,0.636
24151,1207.59,0.812
24152,1207.64,0.985
24153,1207.69,1.154
24154,1207.74,1.318
24155,1207.79,1.476
24156,1207.84,1.628
24157,1207.89,1.774
24158,1207.94,1.911
24159,1207.99,2.041
24160,1208.04,2.162
24161,1208.09,2.273
24162,1208.14,2.375
24163,1208.19,2.467
24164,1208.24,2.548
24165,1208.29,2.619
24166,1208.34,2.678
24167,1208.39,2.726
24168,1208.44,2.762
24169,1208.49,2.786
24170,1208.54,2.798
24171,1208.59,2.799
24172,1208.64,2.787
24173,1208.69,2.763
24174,1208.74,2.728
24175,1208.79,2.68
24176,1208.84,2.622
24177,1208.89,2.551
24178,1208.94,2.47
24179,1208.99,2.378
24180,1209.04,2.276
24181,1209.09,2.164
24182,1209.14,2.043
24183,1209.19,1.913
24184,1209.24,1.775
24185,1209.29,1.628
24186,1209.34,1.475
24187,1209.39,1.316
24188,1209.44,1.15
24189,1209.49,0.98
24190,1209.54,0.805
24191,1209.59,0.627
24192,1209.64,0.446
24193,1209.69,0.263
24194,1209.74,0.079
24195,1209.79,-0.105
24196,1209.84,-0.289
24197,1209.89,-0.472
24198,1209.94,-0.653
24199,1209.99,-0.831
24200,1210.04,-1.006
24201,1210.09,-1.176
24202,1210.14,-1.341
24203,1210.19,-1.5
24204,1210.24,-1.653
24205,1210.29,-1.798
24206,1210.34,-1.936
24207,1210.39,-2.066
24208,1210.44,-2.186
24209,1210.49,-2.297
24210,1210.54,-2.398
24211,1210.59,-2.488
24212,1210.64,-2.567
24213,1210.69,-2.636
24214,1210.74,-2.692
24215,1210.79,-2.737
24216,1210.84,-2.77
24217,1210.89,-2.791
24218,1210.94,-2.8
24219,1210.99,-2.796
24220,1211.04,-2.78
24221,1211.09,-2.752
24222,1211.14,-2.711
24223,1211.19,-2.659
24224,1211.24,-2.595
24225,1211.29,-2.52
24226,1211.34,-2.433
24227,1211.39,-2.336
24228,1211.44,-2.228
24229,1211.49,-2.111
24230,1211.54,-1.984
24231,1211.59,-1.848
24232,1211.64,-1.705
24233,1211.69,-1.553
24234,1211.74,-1.395
24235,1211.79,-1.23
24236,1211.84,-1.061
24237,1211.89,-0.886
24238,1211.94,-0.707
24239,1211.99,-0.525
24240,1212.04,-0.341
24241,1212.09,-0.155
24242,1212.14,0.031
24243,1212.19,0.218
24244,1212.24,0.403
24245,1212.29,0.587
24246,1212.34,0.768
24247,1212.39,0.946
24248,1212.44,1.12
24249,1212.49,1.288
24250,1212.54,1.451
24251,1212.59,1.608
24252,1212.64,1.757
24253,1212.69,1.899
24254,1212.74,2.032
24255,1212.79,2.156
24256,1212.84,2.271
24257,1212.89,2.375
24258,1212.94,2.469
24259,1212.99,2.552
24260,1213.04,2.623
24261,1213.09,2.683
24262,1213.14,2.73
24263,1213.19,2.766
24264,1213.24,2.789
24265,1213.29,2.799
24266,1213.34,2.797
24267,1213.39,2.783
24268,1213.44,2.756
24269,1213.49,2.716
24270,1213.54,2.664
24271,1213.59,2.601
24272,1213.64,2.525
24273,1213.69,2.438
24274,1213.74,2.34
24275,1213.79,2.232
24276,1213.84,2.113
24277,1213.89,1.985
24278,1213.94,1.848
24279,1213.99,1.703
24280,1214.04,1.55
24281,1214.09,1.389
24282,1214.14,1.223
24283,1214.19,1.051
24284,1214.24,0.874
24285,1214.29,0.693
24286,1214.34,0.509
24287,1214.39,0.322
24288,1214.44,0.134
24289,1214.49,-0.054
24290,1214.54,-0.243
24291,1214.59,-0.43
24292,1214.64,-0.615
24293,1214.69,-0.798
24294,1214.74,-0.977
24295,1214.79,-1.152
24296,1214.84,-1.321
24297,1214.89,-1.485
24298,1214.94,-1.642
24299,1214.99,-1.791
24300,1215.041,-1.932
24301,1215.091,-2.065
24302,1215.141,-2.188
24303,1215.191,-2.301
24304,1215.241,-2.403
24305,1215.291,-2.495
24306,1215.341,-2.575
24307,1215.391,-2.644
24308,1215.441,-2.7
24309,1215.491,-2.744
24310,1215.541,-2.775
24311,1215.591,-2.794
24312,1215.641,-2.8
24313,1215.691,-2.793
24314,1215.741,-2.773
24315,1215.791,-2.741
24316,1215.841,-2.696
24317,1215.891,-2.638
24318,1215.941,-2.569
24319,1215.991,-2.487
24320,1216.041,-2.394
24321,1216.091,-2.29
24322,1216.141,-2.176
24323,1216.191,-2.051
24324,1216.241,-1.917
24325,1216.291,-1.774
24326,1216.341,-1.623
24327,1216.391,-1.464
24328,1216.441,-1.298
24329,1216.491,-1.127
24330,1216.541,-0.95
24331,1216.591,-0.769
24332,1216.641,-0.584
24333,1216.691,-0.396
24334,1216.741,-0.207
24335,1216.791,-0.016
24336,1216.841,0.174
24337,1216.891,0.364
24338,1216.941,0.552
24339,1216.991,0.738
24340,1217.041,0.92
24341,1217.091,1.098
24342,1217.141,1.271
24343,1217.191,1.439
24344,1217.241,1.599
24345,1217.291,1.752
24346,1217.341,1.897
24347,1217.391,2.033
24348,1217.441,2.16
24349,1217.491,2.276
24350,1217.541,2.382
24351,1217.591,2.477
24352,1217.641,2.561
24353,1217.691,2.632
24354,1217.741,2.691
24355,1217.791,2.738
24356,1217.841,2.771
24357,1217.891,2.792
24358,1217.941,2.8
24359,1217.991,2.795
24360,1218.041,2.776
24361,1218.091,2.744
24362,1218.141,2.7
24363,1218.191,2.643
24364,1218.241,2.573
24365,1218.291,2.492
24366,1218.341,2.398
24367,1218.391,2.294
24368,1218.441,2.178
24369,1218.491,2.052
24370,1218.541,1.917
24371,1218.591,1.772
24372,1218.641,1.619
24373,1218.691,1.459
24374,1218.741,1.291
24375,1218.791,1.117
24376,1218.841,0.938
24377,1218.891,0.755
24378,1218.941,0.568
24379,1218.991,0.378
24380,1219.041,0.186
24381,1219.091,-0.006
24382,1219.141,-0.199
24383,1219.191,-0.39
24384,1219.241,-0.58
24385,1219.291,-0.768
24386,1219.341,-0.951
24387,1219.391,-1.13
24388,1219.441,-1.304
24389,1219.491,-1.472
24390,1219.541,-1.632
24391,1219.591,-1.785
24392,1219.641,-1.93
24393,1219.691,-2.065
24394,1219.741,-2.19
24395,1219.791,-2.306
24396,1219.841,-2.41
24397,1219.891,-2.502
24398,1219.941,-2.583
24399,1219.991,-2.652
24400,1220.041,-2.707
24401,1220.091,-2.75
24402,1220.141,-2.78
24403,1220.191,-2.796
24404,1220.241,-2.8
24405,1220.291,-2.789
24406,1220.341,-2.766
24407,1220.391,-2.729
24408,1220.441,-2.679
24409,1220.491,-2.616
24410,1220.541,-2.54
24411,1220.591,-2.453
24412,1220.641,-2.353
24413,1220.691,-2.242
24414,1220.741,-2.121
24415,1220.791,-1.989
24416,1220.841,-1.848
24417,1220.891,-1.697
24418,1220.941,-1.539
24419,1220.991,-1.373
24420,1221.041,-1.2
24421,1221.091,-1.022
24422,1221.141,-0.838
24423,1221.191,-0.651
24424,1221.241,-0.46
24425,1221.291,-0.267
24426,1221.341,-0.073
24427,1221.391,0.122
24428,1221.441,0.316
24429,1221.491,0.509
24430,1221.541,0.699
24431,1221.591,0.886
24432,1221.641,1.068
24433,1221.691,1.246
24434,1221.741,1.417
24435,1221.791,1.582
24436,1221.841,1.739
24437,1221.891,1.888
24438,1221.941,2.027
24439,1221.991,2.157
24440,1222.041,2.276
24441,1222.091,2.384
24442,1222.141,2.481
24443,1222.191,2.565
24444,1222.241,2.637
24445,1222.291,2.696
24446,1222.341,2.743
24447,1222.391,2.775
24448,1222.441,2.794
24449,1222.491,2.8
24450,1222.541,2.792
24451,1222.591,2.77
24452,1222.641,2.735
24453,1222.691,2.686
24454,1222.741,2.624
24455,1222.791,2.549
24456,1222.841,2.462
24457,1222.891,2.363
24458,1222.941,2.252
24459,1222.991,2.13
24460,1223.041,1.997
24461,1223.091,1.855
24462,1223.141,1.704
24463,1223.191,1.544
24464,1223.241,1.376
24465,1223.291,1.202
24466,1223.341,1.022
24467,1223.391,0.836
24468,1223.441,0.647
24469,1223.491,0.454
24470,1223.541,0.259
24471,1223.591,0.063
24472,1223.641,-0.134
24473,1223.691,-0.33
24474,1223.741,-0.524
24475,1223.791,-0.716
24476,1223.841,-0.904
24477,1223.891,-1.088
24478,1223.941,-1.267
24479,1223.991,-1.44
24480,1224.041,-1.605
24481,1224.091,-1.762
24482,1224.141,-1.911
24483,1224.191,-2.05
24484,1224.241,-2.179
24485,1224.291,-2.298
24486,1224.341,-2.405
24487,1224.391,-2.5
24488,1224.441,-2.582
24489,1224.491,-2.652
24490,1224.541,-2.709
24491,1224.591,-2.752
24492,1224.641,-2.782
24493,1224.691,-2.797
24494,1224.741,-2.799
24495,1224.791,-2.787
24496,1224.841,-2.761
24497,1224.891,-2.721
24498,1224.941,-2.667
24499,1224.991,-2.601
24500,1225.041,-2.521
24501,1225.091,-2.428
24502,1225.141,-2.324
24503,1225.191,-2.207
24504,1225.241,-2.08
24505,1225.291,-1.942
24506,1225.341,-1.795
24507,1225.391,-1.638
24508,1225.441,-1.474
24509,1225.491,-1.301
24510,1225.541,-1.123
24511,1225.591,-0.938
24512,1225.641,-0.749
24513,1225.691,-0.556
24514,1225.741,-0.36
24515,1225.791,-0.163
24516,1225.841,0.036
24517,1225.891,0.234
24518,1225.941,0.432
24519,1225.991,0.627
24520,1226.041,0.819
24521,1226.091,1.007
24522,1226.141,1.19
24523,1226.191,1.367
24524,1226.241,1.537
24525,1226.291,1.699
24526,1226.341,1.853
24527,1226.391,1.997
24528,1226.441,2.132
24529,1226.491,2.255
24530,1226.541,2.368
24531,1226.591,2.468
24532,1226.641,2.556
24533,1226.691,2.631
24534,1226.741,2.692
24535,1226.791,2.74
24536,1226.841,2.774
24537,1226.891,2.794
24538,1226.941,2.8
24539,1226.991,2.791
24540,1227.041,2.769
24541,1227.091,2.732
24542,1227.141,2.681
24543,1227.191,2.617
24544,1227.241,2.539
24545,1227.291,2.449
24546,1227.341,2.346
24547,1227.391,2.23
24548,1227.441,2.104
24549,1227.491,1.967
24550,1227.541,1.819
24551,1227.591,1.663
24552,1227.641,1.497
24553,1227.691,1.325
24554,1227.741,1.145
24555,1227.791,0.959
24556,1227.841,0.769
24557,1227.891,0.574
24558,1227.941,0.377
24559,1227.991,0.177
24560,1228.041,-0.023
24561,1228.091,-0.224
24562,1228.141,-0.423
24563,1228.191,-0.62
24564,1228.241,-0.814
24565,1228.291,-1.004
24566,1228.341,-1.189
24567,1228.391,-1.368
24568,1228.441,-1.539
24569,1228.491,-1.703
24570,1228.541,-1.858
24571,1228.591,-2.004
24572,1228.641,-2.139
24573,1228.691,-2.263
24574,1228.741,-2.375
24575,1228.791,-2.476
24576,1228.841,-2.563
24577,1228.891,-2.638
24578,1228.941,-2.698
24579,1228.991,-2.745
24580,1229.041,-2.778
24581,1229.091,-2.796
24582,1229.141,-2.8
24583,1229.191,-2.789
24584,1229.241,-2.764
24585,1229.291,-2.724
24586,1229.341,-2.67
24587,1229.391,-2.603
24588,1229.441,-2.522
24589,1229.491,-2.427
24590,1229.541,-2.32
24591,1229.591,-2.201
24592,1229.641,-2.071
24593,1229.691,-1.93
24594,1229.741,-1.779
24595,1229.791,-1.618
24596,1229.841,-1.449
24597,1229.891,-1.272
24598,1229.941,-1.089
24599,1229.991,-0.9
24600,1230.041,-0.706
24601,1230.091,-0.509
24602,1230.141,-0.308
24603,1230.191,-0.106
24604,1230.241,0.096
24605,1230.291,0.298
24606,1230.341,0.499
24607,1230.391,0.696
24608,1230.441,0.891
24609,1230.491,1.081
24610,1230.541,1.265
24611,1230.591,1.442
24612,1230.641,1.612
24613,1230.691,1.774
24614,1230.741,1.926
24615,1230.791,2.068
24616,1230.841,2.199
24617,1230.891,2.319
24618,1230.941,2.427
24619,1230.991,2.522
24620,1231.041,2.603
24621,1231.091,2.671
24622,1231.141,2.725
24623,1231.191,2.765
24624,1231.241,2.789
24625,1231.291,2.8
24626,1231.341,2.795
24627,1231.391,2.776
24628,1231.441,2.742
24629,1231.491,2.693
24630,1231.541,2.631
24631,1231.591,2.554
24632,1231.641,2.464
24633,1231.691,2.361
24634,1231.741,2.245
24635,1231.791,2.117
24636,1231.841,1.978
24637,1231.891,1.829
24638,1231.941,1.669
24639,1231.991,1.501
24640,1232.041,1.325
24641,1232.091,1.142
24642,1232.141,0.953
24643,1232.191,0.758
24644,1232.241,0.56
24645,1232.291,0.358
24646,1232.341,0.155
24647,1232.391,-0.049
24648,1232.441,-0.253
24649,1232.491,-0.456
24650,1232.541,-0.657
24651,1232.591,-0.854
24652,1232.641,-1.046
24653,1232.691,-1.233
24654,1232.741,-1.413
24655,1232.791,-1.586
24656,1232.841,-1.751
24657,1232.891,-1.906
24658,1232.941,-2.05
24659,1232.991,-2.184
24660,1233.041,-2.307
24661,1233.091,-2.417
24662,1233.141,-2.514
24663,1233.191,-2.597
24664,1233.241,-2.667
24665,1233.291,-2.722
24666,1233.341,-2.763
24667,1233.391,-2.789
24668,1233.441,-2.8
24669,1233.491,-2.795
24670,1233.541,-2.776
24671,1233.591,-2.742
24672,1233.641,-2.693
24673,1233.691,-2.63
24674,1233.741,-2.552
24675,1233.791,-2.461
24676,1233.841,-2.356
24677,1233.891,-2.239
24678,1233.941,-2.109
24679,1233.991,-1.968
24680,1234.041,-1.817
24681,1234.091,-1.655
24682,1234.141,-1.485
24683,1234.191,-1.306
24684,1234.241,-1.121
24685,1234.291,-0.929
24686,1234.341,-0.732
24687,1234.391,-0.531
24688,1234.441,-0.328
24689,1234.491,-0.122
24690,1234.541,0.084
24691,1234.591,0.29
24692,1234.641,0.494
24693,1234.691,0.696
24694,1234.741,0.894
24695,1234.791,1.087
24696,1234.841,1.274
24697,1234.891,1.454
24698,1234.941,1.627
24699,1234.991,1.791
24700,1235.041,1.944
24701,1235.091,2.088
24702,1235.141,2.22
24703,1235.191,2.34
24704,1235.241,2.447
24705,1235.291,2.541
24706,1235.341,2.621
24707,1235.391,2.686
24708,1235.441,2.737
24709,1235.491,2.773
24710,1235.541,2.794
24711,1235.591,2.8
24712,1235.641,2.79
24713,1235.691,2.765
24714,1235.741,2.725
24715,1235.791,2.67
24716,1235.841,2.6
24717,1235.891,2.516
24718,1235.941,2.418
24719,1235.991,2.307
24720,1236.041,2.183
24721,1236.091,2.047
24722,1236.141,1.9
24723,1236.191,1.742
24724,1236.241,1.574
24725,1236.291,1.398
24726,1236.341,1.215
24727,1236.391,1.024
24728,1236.441,0.828
24729,1236.491,0.627
24730,1236.541,0.423
24731,1236.591,0.216
24732,1236.641,0.008
24733,1236.691,-0.2
24734,1236.741,-0.407
24735,1236.791,-0.612
24736,1236.841,-0.813
24737,1236.891,-1.01
24738,1236.941,-1.201
24739,1236.991,-1.386
24740,1237.041,-1.563
24741,1237.091,-1.732
24742,1237.141,-1.891
24743,1237.191,-2.039
24744,1237.241,-2.176
24745,1237.291,-2.302
24746,1237.341,-2.414
24747,1237.391,-2.513
24748,1237.441,-2.598
24749,1237.491,-2.669
24750,1237.541,-2.724
24751,1237.591,-2.765
24752,1237.641,-2.79
24753,1237.691,-2.8
24754,1237.741,-2.794
24755,1237.791,-2.772
24756,1237.841,-2.735
24757,1237.891,-2.683
24758,1237.941,-2.616
24759,1237.991,-2.534
24760,1238.041,-2.438
24761,1238.091,-2.328
24762,1238.141,-2.206
24763,1238.191,-2.07
24764,1238.241,-1.924
24765,1238.291,-1.766
24766,1238.341,-1.599
24767,1238.391,-1.422
24768,1238.441,-1.238
24769,1238.491,-1.046
24770,1238.541,-0.849
24771,1238.591,-0.647
24772,1238.641,-0.441
24773,1238.691,-0.233
24774,1238.741,-0.023
24775,1238.791,0.187
24776,1238.841,0.396
24777,1238.891,0.603
24778,1238.941,0.806
24779,1238.991,1.005
24780,1239.041,1.198
24781,1239.091,1.385
24782,1239.141,1.563
24783,1239.191,1.733
24784,1239.241,1.894
24785,1239.291,2.043
24786,1239.341,2.181
24787,1239.391,2.307
24788,1239.441,2.42
24789,1239.491,2.519
24790,1239.541,2.604
24791,1239.591,2.674
24792,1239.641,2.729
24793,1239.691,2.768
24794,1239.741,2.792
24795,1239.791,2.8
24796,1239.841,2.792
24797,1239.891,2.768
24798,1239.941,2.729
24799,1239.991,2.674
